countyCode,state,total_claims,total_building_damage,total_content_damage
54081,WV,474,3370408.81,1137730.3
54083,WV,536,3706885.84,1009104.64
54085,WV,65,353599.37,87201.41
54087,WV,189,2580765.12,679624.48
54089,WV,312,4625432.42,1061477.09
54091,WV,50,506784.04,230679.01
54093,WV,367,3456718.71,3644061.26
54095,WV,59,327978.43,50328.48
54097,WV,382,2156823.5,539375.84
54099,WV,469,3217012.43,1094352.48
54101,WV,199,1937041.84,487239.22
54103,WV,498,5804993.79,485410.95
54105,WV,67,445870.71,89137.03
54107,WV,947,10949171.85,2295188.65
54109,WV,923,10837695.64,3019085.9
55001,WI,32,86482.28,3182.5
55003,WI,11,483189.73,6069.43
55005,WI,10,114147.3,1990.4
55007,WI,16,130979.92,6039.04
55009,WI,366,1854244.74,117229.17
55011,WI,29,277177.62,25435.04
55013,WI,36,265818.5,12620.6
55015,WI,24,61949.23,0.0
55017,WI,46,248681.53,88065.86
55019,WI,35,391295.34,212191.15
55021,WI,173,1976154.66,177825.54
55023,WI,235,4123357.73,362403.86
55025,WI,333,7109216.95,1157760.6
55027,WI,46,191699.43,12845.17
55029,WI,64,544933.54,22569.56
55031,WI,21,552071.4,154761.67
55033,WI,9,51416.45,1100.0
55035,WI,58,435091.32,68673.99
55037,WI,1,4848.7,0.0
55039,WI,523,6979668.72,352142.11
55041,WI,3,32326.32,932.52
55043,WI,85,579482.12,29046.29
55045,WI,36,263888.77,28107.95
55047,WI,53,400671.61,40045.1
55049,WI,24,201661.25,14004.13
55051,WI,2,10347.23,0.0
55053,WI,29,378952.89,65487.23
55055,WI,499,9571487.86,1332609.78
55057,WI,114,2564228.06,1630541.59
55059,WI,321,4348882.92,451624.07
55061,WI,20,83951.31,50558.65
55063,WI,215,1192556.49,31639.1
55065,WI,61,369213.07,193385.05
55067,WI,17,51951.42,1417.02
55069,WI,3,16928.78,0.0
55071,WI,34,432716.56,35473.38
55073,WI,68,328486.42,28551.47
55075,WI,20,166806.49,27182.38
55077,WI,33,404052.97,27800.03
55079,WI,2423,23495002.68,4225987.83
55081,WI,97,1138887.42,177205.24
55083,WI,132,868773.16,83022.74
55085,WI,4,14772.91,0.0
55087,WI,51,276695.42,148128.31
55089,WI,348,3567009.85,299714.9
55091,WI,75,557681.5,101654.28
55093,WI,126,2226970.71,584696.69
55095,WI,15,103002.08,1728.9
55097,WI,21,131894.51,20694.12
55099,WI,6,89746.44,6812.5
55101,WI,176,2359435.49,213732.93
55103,WI,95,1071624.86,109764.74
55105,WI,295,3751038.51,251636.46
55107,WI,10,65179.62,224878.02
55109,WI,74,1428308.09,88028.24
55111,WI,197,5657021.68,1172260.02
55113,WI,8,68507.51,663.9
55115,WI,10,103898.49,8645.43
55117,WI,52,467471.87,84007.66
55121,WI,141,1640787.97,958446.82
55123,WI,178,3598939.38,544117.54
55127,WI,42,500983.19,50067.83
55129,WI,24,837380.63,2976.57
55131,WI,75,1096733.25,73810.31
55133,WI,455,6922706.98,1604537.74
55135,WI,75,237431.81,3015.46
55137,WI,24,219612.83,5848.59
55139,WI,189,3089965.7,304254.23
55141,WI,48,655606.96,71319.55
56001,WY,16,94690.17,27079.67
56003,WY,9,177055.72,70565.2
56005,WY,22,26402.92,11685.93
56007,WY,34,101800.53,14795.45
56009,WY,13,97222.22,15389.5
56013,WY,17,41897.17,8045.08
56015,WY,12,49859.88,1205.82
56017,WY,1,0.0,0.0
56019,WY,6,21905.1,0.0
56021,WY,192,775351.99,194565.53
56023,WY,11,64482.7,1085.52
56025,WY,57,233099.2,14335.42
56027,WY,1,569.76,0.0
56029,WY,19,348688.46,778.44
56031,WY,1,0.0,0.0
56033,WY,74,243567.86,49262.01
56035,WY,7,0.0,0.0
56037,WY,22,397176.24,503908.83
56039,WY,24,116610.72,626.4
56041,WY,6,10050.93,81.64
56043,WY,5,0.0,0.0
56045,WY,1,1173.6,0.0
60010,AS,8,4283.72,459.65
66010,GU,177,1910455.14,441773.56
72001,PR,11,52909.37,34263.75
72003,PR,32,354457.29,102352.27
72011,PR,98,628997.05,119724.79
72013,PR,994,5290797.1,6183431.28
72021,PR,522,1640124.19,1827343.4
72027,PR,7,9992.4,16290.38
72031,PR,1064,3212732.37,1059570.4
72043,PR,28,34633.32,17603.2
72049,PR,2,31314.3,6165.35
72053,PR,474,643120.22,924694.6
72055,PR,120,151370.76,158136.74
72057,PR,211,783678.41,568964.4
72059,PR,229,577254.64,1353310.81
72061,PR,244,1425396.76,1339696.22
72069,PR,1056,1745578.96,2140051.68
72079,PR,27,71663.97,35063.56
72085,PR,32,55302.11,42904.14
72087,PR,467,771247.25,419997.27
72091,PR,80,182323.89,134897.46
72095,PR,91,43704.97,44744.85
72109,PR,128,425993.88,178037.9
72113,PR,608,1473094.75,1583477.09
72137,PR,2038,7462880.84,10445991.14
72153,PR,129,433963.0,1072342.86
78010,VI,1873,21836950.12,13582622.21
78020,VI,29,512752.89,133660.63
78030,VI,1384,12765921.81,24271786.0
,AK,30,164102.7,15416.58
,AL,805,4488026.09,1251791.96
,AR,196,2433845.43,555204.97
,AS,20,51523.14,17227.85
,AZ,78,826634.14,178518.64
,CA,285,2348540.51,478994.12
,CO,239,666442.99,164101.33
,CT,181,2322501.91,178250.5
,DE,81,450426.28,540558.17
,FL,1423,11783347.99,2695634.74
,GA,57,291589.81,46044.4
,GU,11,46614.4,22920.0
,HI,100,618756.29,109292.32
,IA,109,1161836.45,246326.53
,ID,26,114098.38,19597.36
,IL,1725,9315301.12,2237769.69
,IN,232,911792.92,218443.49
,KS,87,376920.26,55746.27
,KY,565,3887794.02,2776948.6
,LA,4472,28207908.75,9144217.98
,MA,304,2483001.64,434559.01
,MD,4577,734767.24,485841.43
,ME,140,995451.25,110380.63
,MI,164,641739.58,173406.11
,MN,178,1336855.19,464332.57
,MO,2220,17078214.08,4553320.16
,MP,5,10323.3,3224.0
,MS,1676,8878093.09,2199182.4
,MT,57,154215.14,12668.96
,NC,863,7763325.27,1303407.93
,ND,247,1500751.3,202373.36
,NE,353,1508188.49,422705.13
,NH,28,49566.31,20777.74
,NJ,560,6895166.92,2519906.06
,NM,10,50548.08,0.0
,NV,21,112176.25,13910.15
,NY,869,6694511.84,1399974.62
,OH,208,1105310.32,299078.76
,OK,123,1724755.2,745967.74
,OR,102,461076.31,56104.52
,PA,1277,6596040.82,2947982.43
,PR,16706,48769936.74,55489670.7
,RI,68,288564.81,129320.08
,SC,325,2716066.76,440424.51
,SD,60,194050.6,18620.59
,TN,86,349433.24,70212.17
,TX,2109,15649808.7,4938506.36
,UN,16458,60542819.82,21317078.74
,UT,75,892626.6,170515.22
,VA,575,6105827.15,2297803.33
,VI,229,5124832.66,1400375.59
,VT,45,1114104.1,2701.75
,WA,149,1212794.53,163485.91
,WI,126,959129.78,349519.73
,WV,708,6193157.62,2064204.73
,WY,13,60006.76,19579.37
