,state,county,state_name,county_name,estimate_population
6353,21,127,Kentucky,Lawrence County,15798
6359,21,129,Kentucky,Lee County,7313
6365,21,131,Kentucky,Leslie County,9729
6371,21,133,Kentucky,Letcher County,20139
6377,21,135,Kentucky,Lewis County,12875
6383,21,137,Kentucky,Lincoln County,24910
6389,21,139,Kentucky,Livingston County,8815
6395,21,141,Kentucky,Logan County,28467
6401,21,143,Kentucky,Lyon County,9078
6407,21,145,Kentucky,McCracken County,67550
6413,21,147,Kentucky,McCreary County,16824
6419,21,149,Kentucky,McLean County,9126
6425,21,151,Kentucky,Madison County,99582
6431,21,153,Kentucky,Magoffin County,11118
6437,21,155,Kentucky,Marion County,19851
6443,21,157,Kentucky,Marshall County,31734
6449,21,159,Kentucky,Martin County,10696
6455,21,161,Kentucky,Mason County,16956
6461,21,163,Kentucky,Meade County,30442
6467,21,165,Kentucky,Menifee County,6341
6473,21,167,Kentucky,Mercer County,23515
6479,21,169,Kentucky,Metcalfe County,10558
6485,21,171,Kentucky,Monroe County,11163
6491,21,173,Kentucky,Montgomery County,28771
6497,21,175,Kentucky,Morgan County,14300
6503,21,177,Kentucky,Muhlenberg County,30512
6509,21,179,Kentucky,Nelson County,48706
6515,21,181,Kentucky,Nicholas County,7816
6521,21,183,Kentucky,Ohio County,23933
6527,21,185,Kentucky,Oldham County,70525
6533,21,187,Kentucky,Owen County,11435
6539,21,189,Kentucky,Owsley County,3928
6545,21,191,Kentucky,Pendleton County,14844
6551,21,193,Kentucky,Perry County,26739
6557,21,195,Kentucky,Pike County,55430
6563,21,197,Kentucky,Powell County,12928
6569,21,199,Kentucky,Pulaski County,66842
6575,21,201,Kentucky,Robertson County,2382
6581,21,203,Kentucky,Rockcastle County,16226
6587,21,205,Kentucky,Rowan County,24675
6593,21,207,Kentucky,Russell County,18458
6599,21,209,Kentucky,Scott County,61700
6605,21,211,Kentucky,Shelby County,50124
6611,21,213,Kentucky,Simpson County,20350
6617,21,215,Kentucky,Spencer County,20823
6623,21,217,Kentucky,Taylor County,26809
6629,21,219,Kentucky,Todd County,12757
6635,21,221,Kentucky,Trigg County,14559
6641,21,223,Kentucky,Trimble County,8591
6647,21,225,Kentucky,Union County,13178
6653,21,227,Kentucky,Warren County,147936
6659,21,229,Kentucky,Washington County,12269
6665,21,231,Kentucky,Wayne County,19629
6671,21,233,Kentucky,Webster County,12854
6677,21,235,Kentucky,Whitley County,37233
6683,21,237,Kentucky,Wolfe County,6364
6689,21,239,Kentucky,Woodford County,27728
6695,22,1,Louisiana,Acadia Parish,56604
6701,22,3,Louisiana,Allen Parish,22501
6707,22,5,Louisiana,Ascension Parish,133534
6713,22,7,Louisiana,Assumption Parish,20050
6719,22,9,Louisiana,Avoyelles Parish,38373
6725,22,11,Louisiana,Beauregard Parish,36695
6731,22,13,Louisiana,Bienville Parish,12412
6737,22,15,Louisiana,Bossier Parish,131102
6743,22,17,Louisiana,Caddo Parish,224893
6749,22,19,Louisiana,Calcasieu Parish,206861
6755,22,21,Louisiana,Caldwell Parish,9393
6761,22,23,Louisiana,Cameron Parish,4678
6767,22,25,Louisiana,Catahoula Parish,8280
6773,22,27,Louisiana,Claiborne Parish,13537
6779,22,29,Louisiana,Concordia Parish,17797
6785,22,31,Louisiana,De Soto Parish,27274
6791,22,33,Louisiana,East Baton Rouge Parish,453022
6797,22,35,Louisiana,East Carroll Parish,6892
6803,22,37,Louisiana,East Feliciana Parish,19112
6809,22,39,Louisiana,Evangeline Parish,31745
6815,22,41,Louisiana,Franklin Parish,19107
6821,22,43,Louisiana,Grant Parish,22109
6827,22,45,Louisiana,Iberia Parish,67540
6833,22,47,Louisiana,Iberville Parish,29766
6839,22,49,Louisiana,Jackson Parish,14797
6845,22,51,Louisiana,Jefferson Parish,427253
6851,22,53,Louisiana,Jefferson Davis Parish,31436
6857,22,55,Louisiana,Lafayette Parish,254241
6863,22,57,Louisiana,Lafourche Parish,95342
6869,22,59,Louisiana,LaSalle Parish,14702
6875,22,61,Louisiana,Lincoln Parish,48243
6881,22,63,Louisiana,Livingston Parish,152886
6887,22,65,Louisiana,Madison Parish,9093
6893,22,67,Louisiana,Morehouse Parish,23787
6899,22,69,Louisiana,Natchitoches Parish,35982
6905,22,71,Louisiana,Orleans Parish,362701
6911,22,73,Louisiana,Ouachita Parish,157874
6917,22,75,Louisiana,Plaquemines Parish,22289
6923,22,77,Louisiana,Pointe Coupee Parish,19845
6929,22,79,Louisiana,Rapides Parish,125899
6935,22,81,Louisiana,Red River Parish,7238
6941,22,83,Louisiana,Richland Parish,19643
6947,22,85,Louisiana,Sabine Parish,21746
6953,22,87,Louisiana,St. Bernard Parish,44783
6959,22,89,Louisiana,St. Charles Parish,50400
6965,22,91,Louisiana,St. Helena Parish,10857
6971,22,93,Louisiana,St. James Parish,19110
6977,22,95,Louisiana,St. John the Baptist Parish,39694
6983,22,97,Louisiana,St. Landry Parish,80869
6989,22,99,Louisiana,St. Martin Parish,51218
6995,22,101,Louisiana,St. Mary Parish,46799
7001,22,103,Louisiana,St. Tammany Parish,277615
7007,22,105,Louisiana,Tangipahoa Parish,139823
7013,22,107,Louisiana,Tensas Parish,3844
7019,22,109,Louisiana,Terrebonne Parish,103864
7025,22,111,Louisiana,Union Parish,20617
7031,22,113,Louisiana,Vermilion Parish,57641
7037,22,115,Louisiana,Vernon Parish,45819
7043,22,117,Louisiana,Washington Parish,45090
7049,22,119,Louisiana,Webster Parish,35184
7055,22,121,Louisiana,West Baton Rouge Parish,28425
7061,22,123,Louisiana,West Carroll Parish,9254
7067,22,125,Louisiana,West Feliciana Parish,15155
7073,22,127,Louisiana,Winn Parish,13405
7079,23,1,Maine,Androscoggin County,115272
7085,23,3,Maine,Aroostook County,66776
7091,23,5,Maine,Cumberland County,313809
7097,23,7,Maine,Franklin County,30902
7103,23,9,Maine,Hancock County,56946
7109,23,11,Maine,Kennebec County,128461
7115,23,13,Maine,Knox County,40981
7121,23,15,Maine,Lincoln County,36491
7127,23,17,Maine,Oxford County,60039
7133,23,19,Maine,Penobscot County,156840
7139,23,21,Maine,Piscataquis County,17432
7145,23,23,Maine,Sagadahoc County,37582
7151,23,25,Maine,Somerset County,51338
7157,23,27,Maine,Waldo County,40617
7163,23,29,Maine,Washington County,31383
7169,23,31,Maine,York County,220143
7175,24,1,Maryland,Allegany County,67097
7181,24,3,Maryland,Anne Arundel County,602350
7187,24,5,Maryland,Baltimore County,852425
7193,24,9,Maryland,Calvert County,94913
7199,24,11,Maryland,Caroline County,34248
7205,24,13,Maryland,Carroll County,177108
7211,24,15,Maryland,Cecil County,106305
7217,24,17,Maryland,Charles County,174478
7223,24,19,Maryland,Dorchester County,33138
7229,24,21,Maryland,Frederick County,299317
7235,24,23,Maryland,Garrett County,28393
7241,24,25,Maryland,Harford County,265514
7247,24,27,Maryland,Howard County,339668
7253,24,29,Maryland,Kent County,19557
7259,24,31,Maryland,Montgomery County,1082273
7265,24,33,Maryland,Prince George's County,966629
7271,24,35,Maryland,Queen Anne's County,53688
7277,24,37,Maryland,St. Mary's County,116469
7283,24,39,Maryland,Somerset County,25241
7289,24,41,Maryland,Talbot County,38244
7295,24,43,Maryland,Washington County,157228
7301,24,45,Maryland,Wicomico County,106329
7307,24,47,Maryland,Worcester County,54337
7313,24,510,Maryland,Baltimore city,568271
7319,25,1,Massachusetts,Barnstable County,232570
7325,25,3,Massachusetts,Berkshire County,128726
7331,25,5,Massachusetts,Bristol County,588593
7337,25,7,Massachusetts,Dukes County,21061
7343,25,9,Massachusetts,Essex County,823938
7349,25,11,Massachusetts,Franklin County,70871
7355,25,13,Massachusetts,Hampden County,464151
7361,25,15,Massachusetts,Hampshire County,165399
7367,25,17,Massachusetts,Middlesex County,1668956
7373,25,19,Massachusetts,Nantucket County,14670
7379,25,21,Massachusetts,Norfolk County,740754
7385,25,23,Massachusetts,Plymouth County,542090
7391,25,25,Massachusetts,Suffolk County,793144
7397,25,27,Massachusetts,Worcester County,881248
7403,26,1,Michigan,Alcona County,10624
7409,26,3,Michigan,Alger County,8695
7415,26,5,Michigan,Allegan County,122429
7421,26,7,Michigan,Alpena County,28903
7427,26,9,Michigan,Antrim County,24536
7433,26,11,Michigan,Arenac County,15087
7439,26,13,Michigan,Baraga County,8169
7445,26,15,Michigan,Barry County,64025
7451,26,17,Michigan,Bay County,102651
7457,26,19,Michigan,Benzie County,18520
7463,26,21,Michigan,Berrien County,152703
7469,26,23,Michigan,Branch County,46187
7475,26,25,Michigan,Calhoun County,133785
7481,26,27,Michigan,Cass County,51550
7487,26,29,Michigan,Charlevoix County,26105
7493,26,31,Michigan,Cheboygan County,25964
7499,26,33,Michigan,Chippewa County,36253
7505,26,35,Michigan,Clare County,31405
7511,26,37,Michigan,Clinton County,80050
7517,26,39,Michigan,Crawford County,13599
7523,26,41,Michigan,Delta County,36687
7529,26,43,Michigan,Dickinson County,25995
7535,26,45,Michigan,Eaton County,109494
7541,26,47,Michigan,Emmet County,33949
7547,26,49,Michigan,Genesee County,402279
7553,26,51,Michigan,Gladwin County,25995
7559,26,53,Michigan,Gogebic County,14217
7565,26,55,Michigan,Grand Traverse County,96625
7571,26,57,Michigan,Gratiot County,41372
7577,26,59,Michigan,Hillsdale County,45590
7583,26,61,Michigan,Houghton County,38041
7589,26,63,Michigan,Huron County,30780
7595,26,65,Michigan,Ingham County,290427
7601,26,67,Michigan,Ionia County,66250
7607,26,69,Michigan,Iosco County,25361
7613,26,71,Michigan,Iron County,11709
7619,26,73,Michigan,Isabella County,65072
7625,26,75,Michigan,Jackson County,160233
7631,26,77,Michigan,Kalamazoo County,264780
7637,26,79,Michigan,Kalkaska County,18618
7643,26,81,Michigan,Kent County,673002
7649,26,83,Michigan,Keweenaw County,2161
7655,26,85,Michigan,Lake County,13005
7661,26,87,Michigan,Lapeer County,89168
7667,26,89,Michigan,Leelanau County,22871
7673,26,91,Michigan,Lenawee County,97746
7679,26,93,Michigan,Livingston County,196976
7685,26,95,Michigan,Luce County,6328
7691,26,97,Michigan,Mackinac County,11144
7697,26,99,Michigan,Macomb County,886175
7703,26,101,Michigan,Manistee County,25519
7709,26,103,Michigan,Marquette County,67979
7715,26,105,Michigan,Mason County,29093
7721,26,107,Michigan,Mecosta County,41947
7727,26,109,Michigan,Menominee County,23050
7733,26,111,Michigan,Midland County,84022
7739,26,113,Michigan,Missaukee County,15239
7745,26,115,Michigan,Monroe County,156045
7751,26,117,Michigan,Montcalm County,69314
7757,26,119,Michigan,Montmorency County,9828
7763,26,121,Michigan,Muskegon County,177428
7769,26,123,Michigan,Newaygo County,51504
7775,26,125,Michigan,Oakland County,1296888
7781,26,127,Michigan,Oceana County,27014
7787,26,129,Michigan,Ogemaw County,20985
7793,26,131,Michigan,Ontonagon County,5824
7799,26,133,Michigan,Osceola County,23484
7805,26,135,Michigan,Oscoda County,8596
7811,26,137,Michigan,Otsego County,26083
7817,26,139,Michigan,Ottawa County,306235
7823,26,141,Michigan,Presque Isle County,13230
7829,26,143,Michigan,Roscommon County,23932
7835,26,145,Michigan,Saginaw County,187714
7841,26,147,Michigan,St. Clair County,160308
7847,26,149,Michigan,St. Joseph County,61171
7853,26,151,Michigan,Sanilac County,40293
7859,26,153,Michigan,Schoolcraft County,8178
7865,26,155,Michigan,Shiawassee County,67982
7871,26,157,Michigan,Tuscola County,52757
7877,26,159,Michigan,Van Buren County,76129
7883,26,161,Michigan,Washtenaw County,373875
7889,26,163,Michigan,Wayne County,1771063
7895,26,165,Michigan,Wexford County,34460
7901,27,1,Minnesota,Aitkin County,16335
7907,27,3,Minnesota,Anoka County,376840
7913,27,5,Minnesota,Becker County,35444
7919,27,7,Minnesota,Beltrami County,46762
7925,27,9,Minnesota,Benton County,41881
7931,27,11,Minnesota,Big Stone County,5067
7937,27,13,Minnesota,Blue Earth County,70700
7943,27,15,Minnesota,Brown County,25710
7949,27,17,Minnesota,Carlton County,36745
7955,27,19,Minnesota,Carver County,112628
7961,27,21,Minnesota,Cass County,31442
7967,27,23,Minnesota,Chippewa County,12299
7973,27,25,Minnesota,Chisago County,59105
7979,27,27,Minnesota,Clay County,66848
7985,27,29,Minnesota,Clearwater County,8630
7991,27,31,Minnesota,Cook County,5571
7997,27,33,Minnesota,Cottonwood County,11338
8003,27,35,Minnesota,Crow Wing County,68642
8009,27,37,Minnesota,Dakota County,453156
8015,27,39,Minnesota,Dodge County,21242
8021,27,41,Minnesota,Douglas County,39933
8027,27,43,Minnesota,Faribault County,13886
8033,27,45,Minnesota,Fillmore County,21502
8039,27,47,Minnesota,Freeborn County,30314
8045,27,49,Minnesota,Goodhue County,47982
8051,27,51,Minnesota,Grant County,6109
8057,27,53,Minnesota,Hennepin County,1273334
8063,27,55,Minnesota,Houston County,18352
8069,27,57,Minnesota,Hubbard County,22050
8075,27,59,Minnesota,Isanti County,43687
8081,27,61,Minnesota,Itasca County,45442
8087,27,63,Minnesota,Jackson County,9861
8093,27,65,Minnesota,Kanabec County,16608
8099,27,67,Minnesota,Kandiyohi County,44674
8105,27,69,Minnesota,Kittson County,3992
8111,27,71,Minnesota,Koochiching County,11594
8117,27,73,Minnesota,Lac qui Parle County,6636
8123,27,75,Minnesota,Lake County,10698
8129,27,77,Minnesota,Lake of the Woods County,3797
8135,27,79,Minnesota,Le Sueur County,29458
8141,27,81,Minnesota,Lincoln County,5564
8147,27,83,Minnesota,Lyon County,25577
8153,27,85,Minnesota,McLeod County,36780
8159,27,87,Minnesota,Mahnomen County,5296
8165,27,89,Minnesota,Marshall County,8771
8171,27,91,Minnesota,Martin County,19561
8177,27,93,Minnesota,Meeker County,23491
8183,27,95,Minnesota,Mille Lacs County,27577
8189,27,97,Minnesota,Morrison County,34520
8195,27,99,Minnesota,Mower County,40900
8201,27,101,Minnesota,Murray County,8044
8207,27,103,Minnesota,Nicollet County,34493
8213,27,105,Minnesota,Nobles County,21969
8219,27,107,Minnesota,Norman County,6284
8225,27,109,Minnesota,Olmsted County,166424
8231,27,111,Minnesota,Otter Tail County,60884
8237,27,113,Minnesota,Pennington County,13652
8243,27,115,Minnesota,Pine County,30319
8249,27,117,Minnesota,Pipestone County,9100
8255,27,119,Minnesota,Polk County,30413
8261,27,121,Minnesota,Pope County,11495
8267,27,123,Minnesota,Ramsey County,542015
8273,27,125,Minnesota,Red Lake County,3882
8279,27,127,Minnesota,Redwood County,15254
8285,27,129,Minnesota,Renville County,14453
8291,27,131,Minnesota,Rice County,69025
8297,27,133,Minnesota,Rock County,9525
8303,27,135,Minnesota,Roseau County,15265
8309,27,137,Minnesota,St. Louis County,200794
8315,27,139,Minnesota,Scott County,157206
8321,27,141,Minnesota,Sherburne County,103059
8327,27,143,Minnesota,Sibley County,15194
8333,27,145,Minnesota,Stearns County,163997
8339,27,147,Minnesota,Steele County,37434
8345,27,149,Minnesota,Stevens County,9819
8351,27,151,Minnesota,Swift County,9666
8357,27,153,Minnesota,Todd County,25955
8363,27,155,Minnesota,Traverse County,3134
8369,27,157,Minnesota,Wabasha County,21574
8375,27,159,Minnesota,Wadena County,14437
8381,27,161,Minnesota,Waseca County,18684
8387,27,163,Minnesota,Washington County,283960
8393,27,165,Minnesota,Watonwan County,11204
8399,27,167,Minnesota,Wilkin County,6268
8405,27,169,Minnesota,Winona County,49973
8411,27,171,Minnesota,Wright County,154593
8417,27,173,Minnesota,Yellow Medicine County,9373
8423,28,1,Mississippi,Adams County,28674
8429,28,3,Mississippi,Alcorn County,34228
8435,28,5,Mississippi,Amite County,12451
8441,28,7,Mississippi,Attala County,17222
8447,28,9,Mississippi,Benton County,7566
8453,28,11,Mississippi,Bolivar County,28395
8459,28,13,Mississippi,Calhoun County,12754
8465,28,15,Mississippi,Carroll County,9378
8471,28,17,Mississippi,Chickasaw County,16774
8477,28,19,Mississippi,Choctaw County,8091
8483,28,21,Mississippi,Claiborne County,8122
8489,28,23,Mississippi,Clarke County,15155
8495,28,25,Mississippi,Clay County,18213
8501,28,27,Mississippi,Coahoma County,20105
8507,28,29,Mississippi,Copiah County,27536
8513,28,31,Mississippi,Covington County,18015
8519,28,33,Mississippi,DeSoto County,195871
8525,28,35,Mississippi,Forrest County,78435
8531,28,37,Mississippi,Franklin County,7516
8537,28,39,Mississippi,George County,25880
8543,28,41,Mississippi,Greene County,13675
8549,28,43,Mississippi,Grenada County,20931
8555,28,45,Mississippi,Hancock County,46492
8561,28,47,Mississippi,Harrison County,213730
8567,28,49,Mississippi,Hinds County,211975
8573,28,51,Mississippi,Holmes County,15560
8579,28,53,Mississippi,Humphreys County,7121
8585,28,55,Mississippi,Issaquena County,1295
8591,28,57,Mississippi,Itawamba County,24198
8597,28,59,Mississippi,Jackson County,147002
8603,28,61,Mississippi,Jasper County,15799
8609,28,63,Mississippi,Jefferson County,6900
8615,28,65,Mississippi,Jefferson Davis County,11059
8621,28,67,Mississippi,Jones County,65837
8627,28,69,Mississippi,Kemper County,8562
8633,28,71,Mississippi,Lafayette County,59843
8639,28,73,Mississippi,Lamar County,66734
8645,28,75,Mississippi,Lauderdale County,70588
8651,28,77,Mississippi,Lawrence County,11672
8657,28,79,Mississippi,Leake County,21462
8663,28,81,Mississippi,Lee County,83012
8669,28,83,Mississippi,Leflore County,26157
8675,28,85,Mississippi,Lincoln County,34956
8681,28,87,Mississippi,Lowndes County,57210
8687,28,89,Mississippi,Madison County,114247
8693,28,91,Mississippi,Marion County,24008
8699,28,93,Mississippi,Marshall County,34374
8705,28,95,Mississippi,Monroe County,33483
8711,28,97,Mississippi,Montgomery County,9411
8717,28,99,Mississippi,Neshoba County,28973
8723,28,101,Mississippi,Newton County,21063
8729,28,103,Mississippi,Noxubee County,9825
8735,28,105,Mississippi,Oktibbeha County,51965
8741,28,107,Mississippi,Panola County,32764
8747,28,109,Mississippi,Pearl River County,59030
8753,28,111,Mississippi,Perry County,11406
8759,28,113,Mississippi,Pike County,38980
8765,28,115,Mississippi,Pontotoc County,32014
8771,28,117,Mississippi,Prentiss County,25489
8777,28,119,Mississippi,Quitman County,5542
8783,28,121,Mississippi,Rankin County,160573
8789,28,123,Mississippi,Scott County,27666
8795,28,125,Mississippi,Sharkey County,3234
8801,28,127,Mississippi,Simpson County,25597
8807,28,129,Mississippi,Smith County,14051
8813,28,131,Mississippi,Stone County,19569
8819,28,133,Mississippi,Sunflower County,23029
8825,28,135,Mississippi,Tallahatchie County,10921
8831,28,137,Mississippi,Tate County,28551
8837,28,139,Mississippi,Tippah County,21423
8843,28,141,Mississippi,Tishomingo County,18553
8849,28,143,Mississippi,Tunica County,9157
8855,28,145,Mississippi,Union County,28363
8861,28,147,Mississippi,Walthall County,13839
8867,28,149,Mississippi,Warren County,42105
8873,28,151,Mississippi,Washington County,41181
8879,28,153,Mississippi,Wayne County,19749
8885,28,155,Mississippi,Webster County,10039
8891,28,157,Mississippi,Wilkinson County,7820
8897,28,159,Mississippi,Winston County,17418
8903,28,161,Mississippi,Yalobusha County,12458
8909,28,163,Mississippi,Yazoo County,23024
8915,29,1,Missouri,Adair County,25660
8921,29,3,Missouri,Andrew County,18091
8927,29,5,Missouri,Atchison County,5139
8933,29,7,Missouri,Audrain County,24304
8939,29,9,Missouri,Barry County,35618
8945,29,11,Missouri,Barton County,11717
8951,29,13,Missouri,Bates County,16394
8957,29,15,Missouri,Benton County,20614
8963,29,17,Missouri,Bollinger County,10610
8969,29,19,Missouri,Boone County,192154
8975,29,21,Missouri,Buchanan County,83574
8981,29,23,Missouri,Butler County,41814
8987,29,25,Missouri,Caldwell County,9000
8993,29,27,Missouri,Callaway County,45126
8999,29,29,Missouri,Camden County,44135
9005,29,31,Missouri,Cape Girardeau County,83658
9011,29,33,Missouri,Carroll County,8414
9017,29,35,Missouri,Carter County,5359
9023,29,37,Missouri,Cass County,113873
9029,29,39,Missouri,Cedar County,15023
9035,29,41,Missouri,Chariton County,7397
9041,29,43,Missouri,Christian County,96045
9047,29,45,Missouri,Clark County,6623
9053,29,47,Missouri,Clay County,263370
9059,29,49,Missouri,Clinton County,21721
9065,29,51,Missouri,Cole County,77625
9071,29,53,Missouri,Cooper County,17122
9077,29,55,Missouri,Crawford County,22808
9083,29,57,Missouri,Dade County,7622
9089,29,59,Missouri,Dallas County,17877
9095,29,61,Missouri,Daviess County,8541
9101,29,63,Missouri,DeKalb County,9884
9107,29,65,Missouri,Dent County,14721
9113,29,67,Missouri,Douglas County,12290
9119,29,69,Missouri,Dunklin County,27002
9125,29,71,Missouri,Franklin County,107256
9131,29,73,Missouri,Gasconade County,14655
9137,29,75,Missouri,Gentry County,6298
9143,29,77,Missouri,Greene County,307942
9149,29,79,Missouri,Grundy County,9766
9155,29,81,Missouri,Harrison County,8186
9161,29,83,Missouri,Henry County,22575
9167,29,85,Missouri,Hickory County,8766
9173,29,87,Missouri,Holt County,4241
9179,29,89,Missouri,Howard County,10150
9185,29,91,Missouri,Howell County,40762
9191,29,93,Missouri,Iron County,9420
9197,29,95,Missouri,Jackson County,727362
9203,29,97,Missouri,Jasper County,126479
9209,29,99,Missouri,Jefferson County,231888
9215,29,101,Missouri,Johnson County,55880
9221,29,103,Missouri,Knox County,3740
9227,29,105,Missouri,Laclede County,36738
9233,29,107,Missouri,Lafayette County,33511
9239,29,109,Missouri,Lawrence County,39151
9245,29,111,Missouri,Lewis County,9852
9251,29,113,Missouri,Lincoln County,65888
9257,29,115,Missouri,Linn County,11910
9263,29,117,Missouri,Livingston County,14658
9269,29,119,Missouri,McDonald County,24054
9275,29,121,Missouri,Macon County,15177
9281,29,123,Missouri,Madison County,12852
9287,29,125,Missouri,Maries County,8506
9293,29,127,Missouri,Marion County,28425
9299,29,129,Missouri,Mercer County,3452
9305,29,131,Missouri,Miller County,25668
9311,29,133,Missouri,Mississippi County,11750
9317,29,135,Missouri,Moniteau County,15294
9323,29,137,Missouri,Monroe County,8890
9329,29,139,Missouri,Montgomery County,11511
9335,29,141,Missouri,Morgan County,22399
9341,29,143,Missouri,New Madrid County,15212
9347,29,145,Missouri,Newton County,61519
9353,29,147,Missouri,Nodaway County,20503
9359,29,149,Missouri,Oregon County,8699
9365,29,151,Missouri,Osage County,13478
9371,29,153,Missouri,Ozark County,9090
9377,29,155,Missouri,Pemiscot County,14407
9383,29,157,Missouri,Perry County,19100
9389,29,159,Missouri,Pettis County,43791
9395,29,161,Missouri,Phelps County,45672
9401,29,163,Missouri,Pike County,17961
9407,29,165,Missouri,Platte County,113207
9413,29,167,Missouri,Polk County,33070
9419,29,169,Missouri,Pulaski County,53964
9425,29,171,Missouri,Putnam County,4539
9431,29,173,Missouri,Ralls County,10499
9437,29,175,Missouri,Randolph County,24077
9443,29,177,Missouri,Ray County,23199
9449,29,179,Missouri,Reynolds County,5927
9455,29,181,Missouri,Ripley County,10715
9461,29,183,Missouri,St. Charles County,423726
9467,29,185,Missouri,St. Clair County,9848
9473,29,186,Missouri,Ste. Genevieve County,18546
9479,29,187,Missouri,St. Francois County,67503
9485,29,189,Missouri,St. Louis County,992929
9491,29,195,Missouri,Saline County,23325
9497,29,197,Missouri,Schuyler County,4069
9503,29,199,Missouri,Scotland County,4698
9509,29,201,Missouri,Scott County,37957
9515,29,203,Missouri,Shannon County,7275
9521,29,205,Missouri,Shelby County,5926
9527,29,207,Missouri,Stoddard County,28438
9533,29,209,Missouri,Stone County,32630
9539,29,211,Missouri,Sullivan County,5750
9545,29,213,Missouri,Taney County,56744
9551,29,215,Missouri,Texas County,25715
9557,29,217,Missouri,Vernon County,19787
9563,29,219,Missouri,Warren County,38478
9569,29,221,Missouri,Washington County,23583
9575,29,223,Missouri,Wayne County,10820
9581,29,225,Missouri,Webster County,42041
9587,29,227,Missouri,Worth County,1872
9593,29,229,Missouri,Wright County,19505
9599,29,510,Missouri,St. Louis city,279695
9605,30,1,Montana,Beaverhead County,10006
9611,30,3,Montana,Big Horn County,12796
9617,30,5,Montana,Blaine County,6903
9623,30,7,Montana,Broadwater County,8302
9629,30,9,Montana,Carbon County,11498
9635,30,11,Montana,Carter County,1399
9641,30,13,Montana,Cascade County,84523
9647,30,15,Montana,Chouteau County,5880
9653,30,17,Montana,Custer County,11964
9659,30,19,Montana,Daniels County,1625
9665,30,21,Montana,Dawson County,8731
9671,30,23,Montana,Deer Lodge County,9811
9677,30,25,Montana,Fallon County,2946
9683,30,27,Montana,Fergus County,11862
9689,30,29,Montana,Flathead County,114527
9695,30,31,Montana,Gallatin County,126984
9701,30,33,Montana,Garfield County,1181
9707,30,35,Montana,Glacier County,13503
9713,30,37,Montana,Golden Valley County,863
9719,30,39,Montana,Granite County,3602
9725,30,41,Montana,Hill County,16065
9731,30,43,Montana,Jefferson County,13304
9737,30,45,Montana,Judith Basin County,2111
9743,30,47,Montana,Lake County,33403
9749,30,49,Montana,Lewis and Clark County,75129
9755,30,51,Montana,Liberty County,1934
9761,30,53,Montana,Lincoln County,22184
9767,30,55,Montana,McCone County,1717
9773,30,57,Montana,Madison County,9753
9779,30,59,Montana,Meagher County,2065
9785,30,61,Montana,Mineral County,5195
9791,30,63,Montana,Missoula County,122546
9797,30,65,Montana,Musselshell County,5452
9803,30,67,Montana,Park County,18074
9809,30,69,Montana,Petroleum County,525
9815,30,71,Montana,Phillips County,4214
9821,30,73,Montana,Pondera County,6078
9827,30,75,Montana,Powder River County,1734
9833,30,77,Montana,Powell County,7120
9839,30,79,Montana,Prairie County,1112
9845,30,81,Montana,Ravalli County,48187
9851,30,83,Montana,Richland County,11028
9857,30,85,Montana,Roosevelt County,10197
9863,30,87,Montana,Rosebud County,8194
9869,30,89,Montana,Sanders County,13895
9875,30,91,Montana,Sheridan County,3448
9881,30,93,Montana,Silver Bow County,36134
9887,30,95,Montana,Stillwater County,9450
9893,30,97,Montana,Sweet Grass County,3757
9899,30,99,Montana,Teton County,6444
9905,30,101,Montana,Toole County,5153
9911,30,103,Montana,Treasure County,739
9917,30,105,Montana,Valley County,7434
9923,30,107,Montana,Wheatland County,2058
9929,30,109,Montana,Wibaux County,911
9935,30,111,Montana,Yellowstone County,171583
9941,31,1,Nebraska,Adams County,31196
9947,31,3,Nebraska,Antelope County,6358
9953,31,5,Nebraska,Arthur County,423
9959,31,7,Nebraska,Banner County,665
9965,31,9,Nebraska,Blaine County,454
9971,31,11,Nebraska,Boone County,5354
9977,31,13,Nebraska,Box Butte County,10703
9983,31,15,Nebraska,Boyd County,1700
9989,31,17,Nebraska,Brown County,2877
9995,31,19,Nebraska,Buffalo County,51156
10001,31,21,Nebraska,Burt County,6727
10007,31,23,Nebraska,Butler County,8439
10013,31,25,Nebraska,Cass County,27492
10019,31,27,Nebraska,Cedar County,8262
10025,31,29,Nebraska,Chase County,3764
10031,31,31,Nebraska,Cherry County,5558
10037,31,33,Nebraska,Cheyenne County,9602
10043,31,35,Nebraska,Clay County,6103
10049,31,37,Nebraska,Colfax County,10826
10055,31,39,Nebraska,Cuming County,8952
10061,31,41,Nebraska,Custer County,10487
10067,31,43,Nebraska,Dakota County,21335
10073,31,45,Nebraska,Dawes County,8003
10079,31,47,Nebraska,Dawson County,24554
10085,31,49,Nebraska,Deuel County,1892
10091,31,51,Nebraska,Dixon County,5526
10097,31,53,Nebraska,Dodge County,37884
10103,31,55,Nebraska,Douglas County,601158
10109,31,57,Nebraska,Dundy County,1581
10115,31,59,Nebraska,Fillmore County,5512
10121,31,61,Nebraska,Franklin County,2817
10127,31,63,Nebraska,Frontier County,2536
10133,31,65,Nebraska,Furnas County,4468
10139,31,67,Nebraska,Gage County,21687
10145,31,69,Nebraska,Garden County,1804
10151,31,71,Nebraska,Garfield County,1707
10157,31,73,Nebraska,Gosper County,1808
10163,31,75,Nebraska,Grant County,573
10169,31,77,Nebraska,Greeley County,2197
10175,31,79,Nebraska,Hall County,62869
